ID,0,1,2,3,4,5,6,7,8,9,10
582,citrus fruit,light bulbs,,,,,,,,,
583,frozen vegetables,eggs,,,,,,,,,
584,citrus fruit,soda,,,,,,,,,
585,yogurt,whole milk,,,,,,,,,
586,whole milk,root vegetables,,,,,,,,,
587,shopping bags,frozen meals,,,,,,,,,
588,butter,chewing gum,,,,,,,,,
589,eggs,beef,coffee,bottled beer,,,,,,,
590,pip fruit,tropical fruit,mustard,,,,,,,,
591,beef,newspapers,bottled beer,,,,,,,,
592,other vegetables,yogurt,whole milk,spread cheese,,,,,,,
593,white bread,yogurt,,,,,,,,,
594,canned beer,berries,male cosmetics,fruit/vegetable juice,,,,,,,
595,misc. beverages,coffee,,,,,,,,,
596,red wine,salty snack,,,,,,,,,
597,canned beer,citrus fruit,,,,,,,,,
598,white bread,frozen vegetables,,,,,,,,,
599,berries,bottled water,,,,,,,,,
600,whole milk,beef,citrus fruit,newspapers,bottled water,,,,,,
601,other vegetables,sliced cheese,,,,,,,,,
602,whole milk,root vegetables,canned vegetables,,,,,,,,
603,beef,house keeping products,,,,,,,,,
604,frozen vegetables,whole milk,,,,,,,,,
605,pork,packaged fruit/vegetables,chocolate,,,,,,,,
606,jam,spices,,,,,,,,,
607,root vegetables,brown bread,,,,,,,,,
608,bottled water,tropical fruit,,,,,,,,,
609,rolls/buns,other vegetables,,,,,,,,,
610,coffee,eggs,,,,,,,,,
611,sweet spreads,herbs,long life bakery product,,,,,,,,
612,berries,frozen vegetables,,,,,,,,,
613,bottled beer,whole milk,whole milk,chocolate,,,,,,,
614,soda,detergent,,,,,,,,,
615,other vegetables,rolls/buns,,,,,,,,,
616,waffles,whole milk,other vegetables,white bread,,,,,,,
617,soda,margarine,,,,,,,,,
618,coffee,bottled water,,,,,,,,,
619,napkins,napkins,,,,,,,,,
620,napkins,cleaner,,,,,,,,,
621,brown bread,newspapers,whipped/sour cream,,,,,,,,
622,cake,bottled beer,,,,,,,,,
623,chocolate,shopping bags,,,,,,,,,
624,whole milk,canned beer,,,,,,,,,
625,pip fruit,whipped/sour cream,,,,,,,,,
626,chicken,pip fruit,,,,,,,,,
627,whole milk,sparkling wine,,,,,,,,,
628,citrus fruit,whipped/sour cream,,,,,,,,,
629,whole milk,turkey,pork,dog food,rolls/buns,soda,bottled water,bottled water,,,
630,soda,whipped/sour cream,,,,,,,,,
631,other vegetables,soda,,,,,,,,,
632,brown bread,pasta,,,,,,,,,
633,specialty chocolate,beverages,,,,,,,,,
634,bottled water,onions,,,,,,,,,
635,rolls/buns,margarine,,,,,,,,,
636,grapes,newspapers,,,,,,,,,
637,bottled beer,fruit/vegetable juice,rolls/buns,,,,,,,,
638,hard cheese,rolls/buns,,,,,,,,,
639,citrus fruit,syrup,,,,,,,,,
640,baking powder,pickled vegetables,,,,,,,,,
641,root vegetables,cling film/bags,,,,,,,,,
642,pip fruit,whipped/sour cream,,,,,,,,,
643,rolls/buns,soft cheese,fruit/vegetable juice,,,,,,,,
644,beef,other vegetables,,,,,,,,,
645,citrus fruit,brown bread,specialty chocolate,,,,,,,,
646,pasta,oil,,,,,,,,,
647,bottled water,yogurt,beef,berries,chocolate,butter,,,,,
648,whole milk,citrus fruit,shopping bags,white wine,soda,yogurt,,,,,
649,hard cheese,sugar,bottled water,,,,,,,,
650,soda,whole milk,,,,,,,,,
651,tropical fruit,other vegetables,,,,,,,,,
652,frozen potato products,eggs,jam cheese,,,,,,,,
653,whole milk,tropical fruit,,,,,,,,,
654,pastry,other vegetables,,,,,,,,,
655,rolls/buns,canned beer,brown bread,cake,,,,,,,
656,tropical fruit,shopping bags,,,,,,,,,
657,oil,coffee,,,,,,,,,
658,other vegetables,ice cream,pork,salt,,,,,,,
659,bottled water,chocolate,jam,,,,,,,,
660,cereals,soda,,,,,,,,,
661,chicken,frozen meals,napkins,,,,,,,,
662,frozen potato products,whole milk,,,,,,,,,
663,citrus fruit,white bread,,,,,,,,,
664,bottled beer,oil,whole milk,dishes,,,,,,,
665,white bread,mayonnaise,,,,,,,,,
666,berries,root vegetables,,,,,,,,,
667,butter,mustard,,,,,,,,,
668,rolls/buns,red wine,,,,,,,,,
669,chocolate,baking powder,canned fish,,,,,,,,
670,ice cream,beef,shopping bags,whole milk,soft cheese,,,,,,
671,beef,butter milk,,,,,,,,,
672,beef,pip fruit,,,,,,,,,
673,berries,eggs,,,,,,,,,
674,root vegetables,ham,butter,brown bread,pastry,spread cheese,,,,,
675,berries,bottled beer,cake,butter,cream cheese ,other vegetables,canned beer,brown bread,,,
676,beef,whole milk,newspapers,,,,,,,,
677,root vegetables,sweet spreads,,,,,,,,,
678,beef,whole milk,frozen meals,,,,,,,,
679,berries,canned beer,,,,,,,,,
680,ice cream,chewing gum,,,,,,,,,
681,pip fruit,grapes,chocolate,,,,,,,,
682,white bread,eggs,,,,,,,,,
683,soda,detergent,,,,,,,,,
684,soda,butter,,,,,,,,,
685,other vegetables,whole milk,canned fruit,,,,,,,,
686,soda,soda,,,,,,,,,
687,citrus fruit,eggs,,,,,,,,,
688,other vegetables,onions,shopping bags,,,,,,,,
689,butter milk,cleaner,bottled water,,,,,,,,
690,other vegetables,bottled beer,,,,,,,,,
691,whole milk,rolls/buns,soda,,,,,,,,
692,tropical fruit,cake,,,,,,,,,
693,bottled beer,sliced cheese,,,,,,,,,
694,beef,bottled beer,,,,,,,,,
695,pip fruit,rolls/buns,soda,,,,,,,,
696,bottled water,soda,,,,,,,,,
697,whipped/sour cream,specialty chocolate,,,,,,,,,
698,canned beer,root vegetables,,,,,,,,,
699,other vegetables,beef,,,,,,,,,
700,sparkling wine,waffles,,,,,,,,,
701,root vegetables,root vegetables,,,,,,,,,
702,berries,white bread,,,,,,,,,
703,beef,citrus fruit,specialty chocolate,other vegetables,,,,,,,
704,brown bread,pastry,,,,,,,,,
705,butter,seasonal products,fruit/vegetable juice,,,,,,,,
706,soda,shopping bags,,,,,,,,,
707,citrus fruit,root vegetables,,,,,,,,,
708,whole milk,bottled water,honey,,,,,,,,
709,pip fruit,napkins,,,,,,,,,
710,butter,coffee,soda,pastry,,,,,,,
711,butter,shopping bags,,,,,,,,,
712,brown bread,coffee,,,,,,,,,
713,whole milk,soft cheese,,,,,,,,,
714,pip fruit,shopping bags,,,,,,,,,
715,eggs,newspapers,,,,,,,,,
716,mayonnaise,chocolate,rolls/buns,bottled beer,,,,,,,
717,whole milk,brown bread,,,,,,,,,
718,pip fruit,waffles,,,,,,,,,
719,beef,whipped/sour cream,,,,,,,,,
720,berries,chocolate,,,,,,,,,
721,citrus fruit,yogurt,,,,,,,,,
722,root vegetables,citrus fruit,root vegetables,misc. beverages,sliced cheese,packaged fruit/vegetables,yogurt,whipped/sour cream,,,
723,citrus fruit,napkins,,,,,,,,,
724,frozen fish,specialty chocolate,,,,,,,,,
725,other vegetables,specialty chocolate,newspapers,,,,,,,,
726,grapes,rolls/buns,,,,,,,,,
727,beverages,berries,,,,,,,,,
728,sugar,canned vegetables,flour,bottled water,salty snack,,,,,,
729,rolls/buns,whole milk,white bread,popcorn,,,,,,,
730,brown bread,detergent,,,,,,,,,
731,citrus fruit,root vegetables,,,,,,,,,
732,chocolate,cake,rolls/buns,canned fish,,,,,,,
733,candles,whole milk,,,,,,,,,
734,misc. beverages,coffee,,,,,,,,,
735,coffee,oil,,,,,,,,,
736,yogurt,roll products ,,,,,,,,,
737,yogurt,rolls/buns,,,,,,,,,
738,soda,jam cheese,root vegetables,white bread,,,,,,,
739,soda,beverages,,,,,,,,,
740,root vegetables,yogurt,,,,,,,,,
741,whole milk,waffles,,,,,,,,,
742,rolls/buns,pastry,,,,,,,,,
743,rice,chocolate,,,,,,,,,
744,sliced cheese,pip fruit,,,,,,,,,
745,grapes,chicken,bottled beer,root vegetables,,,,,,,
746,whole milk,oil,,,,,,,,,
747,white bread,bottled water,ready soups,jam,,,,,,,
748,yogurt,whole milk,yogurt,chewing gum,,,,,,,
749,tropical fruit,hygiene articles,candles,,,,,,,,
750,berries,cat food,,,,,,,,,
751,pastry,berries,soda,rolls/buns,sugar,soda,other vegetables,whole milk,rice,,
752,ham,pickled vegetables,shopping bags,,,,,,,,
753,whole milk,yogurt,white bread,,,,,,,,
754,berries,whole milk,,,,,,,,,
755,soft cheese,bottled water,,,,,,,,,
756,pork,beef,yogurt,,,,,,,,
757,rolls/buns,frozen meals,,,,,,,,,
758,shopping bags,misc. beverages,,,,,,,,,
759,tropical fruit,butter milk,,,,,,,,,
760,berries,cake,,,,,,,,,
761,yogurt,shopping bags,,,,,,,,,
762,ham,brown bread,,,,,,,,,
763,fruit/vegetable juice,long life bakery product,cheese,,,,,,,,
764,butter,margarine,,,,,,,,,
765,brown bread,eggs,,,,,,,,,
766,grapes,whole milk,fruit/vegetable juice,,,,,,,,
767,whole milk,other vegetables,,,,,,,,,
768,rolls/buns,tropical fruit,salty snack,grapes,,,,,,,
769,berries,butter,grapes,yogurt,,,,,,,
770,tropical fruit,salt,,,,,,,,,
771,beef,eggs,,,,,,,,,
772,tropical fruit,cat food,,,,,,,,,
773,root vegetables,other vegetables,,,,,,,,,
774,chicken,beef,pork,beef,newspapers,cake,margarine,brown bread,newspapers,,
775,eggs,fruit/vegetable juice,,,,,,,,,
776,citrus fruit,bottled beer,,,,,,,,,
777,syrup,waffles,,,,,,,,,
778,beef,chicken,yogurt,pip fruit,,,,,,,
779,sauces,yogurt,,,,,,,,,
780,grapes,root vegetables,shopping bags,,,,,,,,
781,pip fruit,other vegetables,white bread,sliced cheese,,,,,,,
782,citrus fruit,long life bakery product,,,,,,,,,
783,turkey,onions,,,,,,,,,
784,canned beer,brown bread,,,,,,,,,
785,whole milk,soda,root vegetables,pastry,specialty fat,bottled water,napkins,tropical fruit,,,
786,citrus fruit,grapes,bottled water,,,,,,,,
787,whole milk,sugar,,,,,,,,,
788,whole milk,dog food,pastry,,,,,,,,
789,beef,cling film/bags,jam,,,,,,,,
790,pork,frozen meals,,,,,,,,,
791,citrus fruit,citrus fruit,,,,,,,,,
792,whole milk,berries,yogurt,whole milk,butter,,,,,,
793,other vegetables,fruit/vegetable juice,,,,,,,,,
794,tropical fruit,rolls/buns,frozen fish,,,,,,,,
795,tropical fruit,beef,whole milk,candles,,,,,,,
796,canned beer,brown bread,,,,,,,,,
797,red wine,coffee,,,,,,,,,
798,berries,pasta,,,,,,,,,
799,canned beer,margarine,chocolate,,,,,,,,
800,pastry,waffles,,,,,,,,,
801,rolls/buns,specialty chocolate,napkins,onions,rice,rolls/buns,butter milk,dental care,,,
802,berries,ice cream,,,,,,,,,
803,sugar,bottled water,,,,,,,,,
804,canned beer,coffee,,,,,,,,,
805,condensed milk,onions,,,,,,,,,
806,citrus fruit,butter,whole milk,,,,,,,,
807,packaged fruit/vegetables,flour,,,,,,,,,
808,citrus fruit,white bread,yogurt,,,,,,,,
809,ham,rum,,,,,,,,,
810,whole milk,cooking chocolate,,,,,,,,,
811,berries,specialty chocolate,,,,,,,,,
812,pastry,rolls/buns,,,,,,,,,
813,whole milk,jam,,,,,,,,,
814,white bread,jam,,,,,,,,,
815,butter milk,soda,seasonal products,,,,,,,,
816,shopping bags,whole milk,whole milk,whole milk,detergent,flour,,,,,
817,cake,sliced cheese,bottled beer,other vegetables,,,,,,,
818,photo/film,brown bread,,,,,,,,,
819,hard cheese,pastry,,,,,,,,,
820,beef,citrus fruit,grapes,white bread,soda,vinegar,long life bakery product,eggs,,,
821,yogurt,whipped/sour cream,,,,,,,,,
822,photo/film,beverages,bottled beer,,,,,,,,
823,beef,white bread,frozen potato products,,,,,,,,
824,mustard,brown bread,,,,,,,,,
825,ham,whipped/sour cream,newspapers,,,,,,,,
826,canned beer,sliced cheese,,,,,,,,,
827,soda,canned beer,,,,,,,,,
828,soda,butter milk,soda,,,,,,,,
829,ham,eggs,,,,,,,,,
830,whole milk,other vegetables,,,,,,,,,
831,berries,pastry,misc. beverages,,,,,,,,
832,yogurt,margarine,,,,,,,,,
833,hard cheese,soda,,,,,,,,,
834,ice cream,onions,,,,,,,,,
835,white wine,photo/film,whipped/sour cream,,,,,,,,
836,grapes,detergent,,,,,,,,,
837,berries,root vegetables,,,,,,,,,
838,pork,sliced cheese,flour,,,,,,,,
839,pasta,canned beer,,,,,,,,,
840,butter,grapes,bottled water,,,,,,,,
841,rolls/buns,bottled beer,,,,,,,,,
842,whole milk,jam,,,,,,,,,
843,other vegetables,rolls/buns,,,,,,,,,
844,whipped/sour cream,shopping bags,,,,,,,,,
845,rolls/buns,whipped/sour cream,waffles,rolls/buns,margarine,soda,salty snack,soda,canned beer,,
846,chicken,whole milk,,,,,,,,,
847,butter milk,other vegetables,,,,,,,,,
848,root vegetables,margarine,bottled water,,,,,,,,
849,yogurt,shopping bags,coffee,,,,,,,,
850,jam,pastry,,,,,,,,,
851,salty snack,root vegetables,,,,,,,,,
852,bottled water,soda,,,,,,,,,
853,condensed milk,other vegetables,,,,,,,,,
854,dog food,processed cheese,,,,,,,,,
855,butter,roll products ,,,,,,,,,
856,canned beer,bottled beer,,,,,,,,,
857,other vegetables,jam,abrasive cleaner,,,,,,,,
858,berries,berries,bottled beer,spread cheese,,,,,,,
859,shopping bags,waffles,,,,,,,,,
860,newspapers,pip fruit,dishes,,,,,,,,
861,whole milk,cling film/bags,,,,,,,,,
862,butter milk,hard cheese,,,,,,,,,
863,cleaner,misc. beverages,,,,,,,,,
864,pork,other vegetables,cream cheese ,,,,,,,,
865,beverages,sugar,,,,,,,,,
866,citrus fruit,other vegetables,,,,,,,,,
867,rolls/buns,hard cheese,,,,,,,,,
868,ham,whole milk,other vegetables,soda,white bread,tropical fruit,sugar,,,,
869,berries,margarine,,,,,,,,,
870,roll products ,waffles,,,,,,,,,
871,beef,soda,,,,,,,,,
872,condensed milk,whole milk,,,,,,,,,
873,whipped/sour cream,yogurt,,,,,,,,,
874,berries,processed cheese,,,,,,,,,
875,brown bread,yogurt,bottled beer,bottled water,,,,,,,
876,brown bread,tropical fruit,,,,,,,,,
877,onions,hard cheese,,,,,,,,,
878,soda,shopping bags,,,,,,,,,
879,frozen vegetables,berries,whole milk,frozen vegetables,rolls/buns,other vegetables,oil,frozen fish,baking powder,,
880,oil,margarine,,,,,,,,,
881,specialty chocolate,pasta,soda,long life bakery product,,,,,,,
882,whole milk,cheese,,,,,,,,,
883,beef,other vegetables,pasta,,,,,,,,
884,butter,chocolate,,,,,,,,,
885,citrus fruit,other vegetables,,,,,,,,,
886,berries,dog food,bottled beer,bottled water,,,,,,,
887,berries,frozen meals,,,,,,,,,
888,beverages,beverages,sugar,pasta,eggs,,,,,,
889,shopping bags,tropical fruit,,,,,,,,,
890,soda,cling film/bags,,,,,,,,,
891,whole milk,soft cheese,,,,,,,,,
892,chocolate,soda,,,,,,,,,
893,rolls/buns,salty snack,bottled water,shopping bags,,,,,,,
894,coffee,white bread,,,,,,,,,
895,onions,soft cheese,,,,,,,,,
896,cake,condensed milk,rolls/buns,shopping bags,,,,,,,
897,turkey,shopping bags,,,,,,,,,
898,soda,soda,canned fruit,processed cheese,soda,shopping bags,,,,,
899,tropical fruit,rolls/buns,,,,,,,,,
900,grapes,other vegetables,,,,,,,,,
901,yogurt,canned beer,,,,,,,,,
902,whipped/sour cream,yogurt,,,,,,,,,
903,tropical fruit,berries,,,,,,,,,
904,other vegetables,whole milk,,,,,,,,,
905,frozen vegetables,other vegetables,,,,,,,,,
906,butter,chocolate,,,,,,,,,
907,chicken,butter,,,,,,,,,
908,margarine,margarine,,,,,,,,,
909,cake,packaged fruit/vegetables,,,,,,,,,
910,citrus fruit,skin care,,,,,,,,,
911,tropical fruit,pip fruit,,,,,,,,,
912,root vegetables,frozen vegetables,,,,,,,,,
913,beef,jam,,,,,,,,,
914,berries,whole milk,,,,,,,,,
915,citrus fruit,coffee,,,,,,,,,
916,soda,frozen meals,bottled beer,,,,,,,,
917,other vegetables,chewing gum,,,,,,,,,
918,canned beer,cake,fruit/vegetable juice,,,,,,,,
919,grapes,other vegetables,,,,,,,,,
920,pork,turkey,pot plants,whole milk,soda,dishes,,,,,
921,chicken,pastry,,,,,,,,,
922,pastry,liqueur,,,,,,,,,
923,berries,processed cheese,baking powder,cheese,,,,,,,
924,ham,napkins,,,,,,,,,
925,white wine,grapes,specialty chocolate,,,,,,,,
926,soda,red wine,,,,,,,,,
927,tea,coffee,,,,,,,,,
928,berries,eggs,,,,,,,,,
929,sugar,other vegetables,,,,,,,,,
930,berries,coffee,,,,,,,,,
931,whole milk,herbs,butter,oil,,,,,,,
932,cake,cream cheese ,,,,,,,,,
933,rolls/buns,yogurt,,,,,,,,,
934,yogurt,coffee,,,,,,,,,
935,rolls/buns,fruit/vegetable juice,frozen vegetables,whipped/sour cream,,,,,,,
936,whole milk,shopping bags,,,,,,,,,
937,fruit/vegetable juice,berries,,,,,,,,,
938,beef,coffee,,,,,,,,,
939,ice cream,whole milk,,,,,,,,,
940,berries,grapes,sliced cheese,napkins,,,,,,,
941,pork,root vegetables,,,,,,,,,
942,pip fruit,shopping bags,,,,,,,,,
943,berries,jam,,,,,,,,,
944,whole milk,eggs,canned vegetables,flower (seeds),,,,,,,
945,rolls/buns,hard cheese,rolls/buns,flour,,,,,,,
946,whole milk,onions,pickled vegetables,,,,,,,,
947,organic berries,frozen meals,sugar,,,,,,,,
948,frozen meals,bottled beer,,,,,,,,,
949,citrus fruit,other vegetables,,,,,,,,,
950,tropical fruit,white bread,butter,,,,,,,,
951,tropical fruit,yogurt,white bread,soda,,,,,,,
952,berries,other vegetables,tropical fruit,mayonnaise,,,,,,,
953,bottled water,pastry,,,,,,,,,
954,sugar,jam,,,,,,,,,
955,grapes,tropical fruit,,,,,,,,,
956,other vegetables,whole milk,soda,,,,,,,,
957,whole milk,canned fish,root vegetables,waffles,,,,,,,
958,beef,other vegetables,eggs,,,,,,,,
959,pork,brown bread,,,,,,,,,
960,pork,yogurt,,,,,,,,,
961,cream cheese ,pip fruit,citrus fruit,chicken,other vegetables,jam,specialty chocolate,pastry,,,
962,shopping bags,tropical fruit,red wine,,,,,,,,
963,other vegetables,sliced cheese,,,,,,,,,
964,butter,whole milk,,,,,,,,,
965,other vegetables,margarine,brown bread,,,,,,,,
966,whole milk,misc. beverages,,,,,,,,,
967,white wine,sauces,,,,,,,,,
968,oil,canned fish,,,,,,,,,
969,rolls/buns,seasonal products,,,,,,,,,
970,tropical fruit,root vegetables,,,,,,,,,
971,red wine,frozen meals,canned fruit,,,,,,,,
972,other vegetables,whole milk,rice,,,,,,,,
973,other vegetables,coffee,whole milk,butter milk,,,,,,,
974,cake,cleaner,,,,,,,,,
975,citrus fruit,cereals,,,,,,,,,
976,pork,napkins,,,,,,,,,
977,grapes,cleaner,,,,,,,,,
978,pork,pastry,,,,,,,,,
979,artif. sweetener,whole milk,,,,,,,,,
980,whole milk,cream cheese ,,,,,,,,,
981,cake,rolls/buns,,,,,,,,,
982,coffee,other vegetables,cheese,,,,,,,,
983,frozen potato products,eggs,shopping bags,butter milk,,,,,,,
984,rolls/buns,dental care,,,,,,,,,
985,ice cream,butter,,,,,,,,,
986,citrus fruit,pastry,,,,,,,,,
987,berries,onions,mustard,,,,,,,,
988,jam,hygiene articles,,,,,,,,,
989,root vegetables,butter,cake,,,,,,,,
990,other vegetables,whole milk,,,,,,,,,
991,white bread,specialty chocolate,,,,,,,,,
992,salt,citrus fruit,,,,,,,,,
993,cake,house keeping products,,,,,,,,,
994,hard cheese,yogurt,,,,,,,,,
995,berries,whole milk,rolls/buns,bottled beer,,,,,,,
996,whole milk,cream cheese ,white bread,,,,,,,,
997,condensed milk,hard cheese,,,,,,,,,
998,butter,brown bread,,,,,,,,,
999,berries,rolls/buns,,,,,,,,,
1000,berries,shopping bags,,,,,,,,,
1001,photo/film,whole milk,yogurt,whole milk,white bread,pot plants,cake,,,,
1002,whipped/sour cream,other vegetables,,,,,,,,,
1003,root vegetables,newspapers,,,,,,,,,
1004,citrus fruit,beef,photo/film,,,,,,,,
1005,beef,root vegetables,,,,,,,,,
1006,other vegetables,cookware,canned beer,canned beer,frozen vegetables,butter,ice cream,bottled water,,,
1007,oil,butter,,,,,,,,,
1008,pastry,sliced cheese,,,,,,,,,
1009,chicken,soda,,,,,,,,,
1010,tropical fruit,yogurt,berries,rolls/buns,,,,,,,
1011,root vegetables,ham,,,,,,,,,
1012,beverages,berries,whole milk,citrus fruit,whole milk,,,,,,
1013,brown bread,rolls/buns,,,,,,,,,
1014,butter milk,spices,,,,,,,,,
1015,spices,ice cream,,,,,,,,,
1016,whole milk,fish,,,,,,,,,
1017,rolls/buns,beef,,,,,,,,,
1018,brown bread,rolls/buns,oil,frozen vegetables,,,,,,,
1019,tropical fruit,coffee,newspapers,,,,,,,,
1020,other vegetables,shopping bags,,,,,,,,,
1021,white bread,shopping bags,,,,,,,,,
1022,soda,bottled water,,,,,,,,,
1023,other vegetables,waffles,,,,,,,,,
1024,misc. beverages,yogurt,,,,,,,,,
1025,pork,bottled water,,,,,,,,,
1026,butter,bottled water,,,,,,,,,
1027,whole milk,onions,cream cheese ,,,,,,,,
1028,bottled water,newspapers,grapes,bottled water,,,,,,,
1029,napkins,whipped/sour cream,,,,,,,,,
1030,root vegetables,chicken,,,,,,,,,
1031,whole milk,frozen vegetables,,,,,,,,,
1032,salty snack,soups,,,,,,,,,
1033,margarine,rolls/buns,,,,,,,,,
1034,tropical fruit,chocolate,napkins,bottled water,,,,,,,
1035,citrus fruit,ice cream,butter,shopping bags,,,,,,,
1036,butter,rolls/buns,,,,,,,,,
1037,pastry,soda,,,,,,,,,
1038,yogurt,hygiene articles,,,,,,,,,
1039,long life bakery product,root vegetables,,,,,,,,,
1040,pork,eggs,pickled vegetables,,,,,,,,
1041,bottled beer,hygiene articles,,,,,,,,,
1042,root vegetables,chewing gum,,,,,,,,,
1043,herbs,cake,yogurt,,,,,,,,
1044,beef,coffee,,,,,,,,,
1045,whole milk,soda,,,,,,,,,
1046,canned fruit,whipped/sour cream,,,,,,,,,
1047,chicken,other vegetables,frozen meals,,,,,,,,
1048,soft cheese,flower (seeds),,,,,,,,,
1049,berries,pip fruit,,,,,,,,,
1050,whole milk,citrus fruit,pip fruit,butter,grapes,ice cream,margarine,whipped/sour cream,,,
1051,whole milk,packaged fruit/vegetables,abrasive cleaner,napkins,,,,,,,
1052,citrus fruit,whole milk,rolls/buns,,,,,,,,
1053,rolls/buns,napkins,,,,,,,,,
1054,root vegetables,spread cheese,,,,,,,,,
1055,herbs,yogurt,prosecco,,,,,,,,
1056,other vegetables,salty snack,brown bread,canned beer,,,,,,,
1057,rice,margarine,,,,,,,,,
1058,other vegetables,berries,whole milk,berries,misc. beverages,margarine,yogurt,frozen meals,cat food,,
1059,berries,whipped/sour cream,,,,,,,,,
1060,onions,sugar,mustard,rolls/buns,,,,,,,
1061,tropical fruit,citrus fruit,eggs,rolls/buns,,,,,,,
1062,eggs,fruit/vegetable juice,,,,,,,,,
1063,whole milk,rolls/buns,,,,,,,,,
1064,oil,whole milk,,,,,,,,,
1065,beverages,pork,,,,,,,,,
1066,canned beer,shopping bags,,,,,,,,,
1067,whole milk,light bulbs,,,,,,,,,
1068,cake,tropical fruit,pip fruit,hard cheese,specialty fat,,,,,,
1069,whole milk,cheese,,,,,,,,,
1070,hygiene articles,white bread,,,,,,,,,
1071,white wine,dishes,,,,,,,,,
1072,waffles,butter milk,eggs,,,,,,,,
1073,root vegetables,soda,other vegetables,,,,,,,,
1074,whipped/sour cream,soft cheese,,,,,,,,,
1075,other vegetables,soda,,,,,,,,,
1076,berries,bottled water,,,,,,,,,
1077,berries,chicken,processed cheese,cake,,,,,,,
1078,pickled vegetables,whole milk,long life bakery product,,,,,,,,
1079,soft cheese,flower (seeds),,,,,,,,,
1080,rice,bottled beer,,,,,,,,,
1081,pip fruit,root vegetables,root vegetables,beverages,,,,,,,
1082,tropical fruit,beef,hard cheese,jam,,,,,,,
1083,other vegetables,yogurt,,,,,,,,,
1084,yogurt,red wine,,,,,,,,,
1085,herbs,eggs,,,,,,,,,
1086,berries,house keeping products,,,,,,,,,
1087,chicken,cream cheese ,napkins,,,,,,,,
1088,pastry,rolls/buns,,,,,,,,,
1089,chicken,soda,dishes,,,,,,,,
1090,bottled beer,chocolate,,,,,,,,,
1091,rolls/buns,yogurt,,,,,,,,,
1092,canned beer,white bread,,,,,,,,,
1093,bottled beer,whole milk,salty snack,other vegetables,,,,,,,
1094,chicken,yogurt,,,,,,,,,
1095,whipped/sour cream,roll products ,,,,,,,,,
1096,pot plants,pip fruit,,,,,,,,,
1097,berries,soda,frozen vegetables,,,,,,,,
